,Review,Label
1170,staff sas friendly helpful help us get train ticket nd class reserverd seat eventhough high season every ticket sell breakfast nice terrace nice view city great location near train station get good help want book tour need help anything jag great stay,positive
1171,staff friendly accommodate comfy bed delicious breakfast gorgeous view,positive
1172,clean stuff perfect friendly also location perfect everything visit kandythere noise little bite cause somthing really figure,neutral
1173,really high ceiling clean bathroom fuss free night stay road quite loud night nothing terrible though bathroom door shut open properly breakfast quite average,neutral
1174,nice comfortable bed nice locationnot good breakfast even worse dinner noisy,neutral
1175,location excellent walk distance train bus station centre town,positive
1176,rooftop cheapa bite dirty,neutral
1177,stay king room bed pillow super comfortable blanket great duvet hot night time unless put ac really low restaurant roof top nice see city view hang room windows around also offer great view keep windows close monkey walk along edge location good min walk train bus station away hustle bustle close cool corner ice cream shop cleanliness ok things could little cleaner like bed skirt stain furniture bath tub,positive
1178,location goodwas,positive
1179,clean nice bedssmall washrooms,neutral
1180,great roof terrace spacious room room completely spotless get much daylight room due fix curtain,neutral
1181,really convenient location right train bus station arrive quite early check yet hotel arrange tuk tuk tour us reasonable rupees guide take us main attractions tour last good hours stay pod great comfortable clean room little small pod good size shower also good hot think picture sight little generous make place look altogether better polish person manage expectations arrival,positive
1182,like rooftop beautiful view kandy sofas great relax wifi good best hot showerit basement window air condition,neutral
1183,property good wifi well intentioned staff staff accommodate location good far station sleep well bed comfortable clean place fine short functional stay rooftop pleasant little rough around edge work could do tidy certain areas slightly bizarre office middle,neutral
1184,good location mostly clean staff friendly limit resources hotel laundry facilities etcstaff often away main desk need,neutral
